patient,Q9P260_N,Q9P260_C,Q9P260.2_N,Q9P260.2_C
89,1.30800600995208,2.66145763594645,1.74412341889961,2.28559478514082
90,1.31827568775964,4.13794782079605,1.49506299269777,4.1802687713043
91,1.251901934246,2.61353062125729,2.16787987179829,1.49318006401868
92,1.54432174679832,3.14801396212395,2.13404417453026,2.69380409508948
93,0,0,1.05941864975427,0.939457678357919
94,0,0,0.904495887200937,1.3374214729299
95,0,0,0.518116709920703,1.79142490392805
96,0,0,0.817885177528162,1.21286184434145
97,0,0,0.901329302002517,0.963010863535576
98,0,0,0.585491609164154,1.0837449261333
99,0,0,0.998386105737575,1.53852838615288
100,0,0,1.31170788356704,1.55518276920369
