patient,Q9P287_N,Q9P287_C,Q9P287.2_N,Q9P287.2_C
57,1.97294025304396,3.93898495341278,2.86986893951525,3.95513311403397
58,2.42130492400526,3.76814238621873,2.66805541974053,3.94155075429014
59,2.53391811518886,4.4496001291442,2.88105887765094,3.71850851195859
60,2.19071629993083,6.62071279670405,3.22308465559555,3.70830045141062
61,2.83536878141073,5.28603411085886,1.50032024184776,3.45625682902855
62,2.33505692168227,11.7496505238928,1.22629221575935,2.79313325115262
63,2.54543503779287,6.14475535713246,1.51998007840643,2.52368933777138
64,2.36882250701808,5.2428770470721,1.58328339706084,5.29921616005831
65,2.28735226462544,3.60582281372815,1.48894350514245,3.37414252211509
66,2.36140171579575,7.11113544764847,1.69528533927393,2.66479911650178
67,2.6780882690898,4.16605157956165,1.79250978674569,3.41292812736035
68,2.0080648223502,4.27230625280779,1.59820148453086,2.01765278767369
69,2.50066213298528,5.76429433830636,0.733765087689598,1.37229087948939
70,2.8548380482938,4.3727567824637,0.62870686208474,0.723647195697825
71,1.9759678100554,4.16005768909567,0.475494098196501,1.38352537757495
72,1.42735161612563,4.43915099451141,0.377996376433128,0.654738191890558
73,1.86462610699175,2.65037242125015,0,0
74,1.61834792276951,2.48795523139199,0,0
75,0.910904561126095,3.08177219919713,0,0
76,1.51249868279173,2.69663297490551,0,0
77,3.99620368599584,7.64721436088567,1.98439817568151,2.46654228470066
78,3.83786332461498,6.93646405626904,1.94212362420572,2.06385271207605
79,3.40946600821845,6.4739750833263,1.66733934152967,1.92429630264487
80,2.52508368092317,4.84852964265314,1.64993690856984,1.67045113615909
81,2.42696820385286,6.19188377191962,0.831913082565824,1.55771143564877
82,1.62703168771304,3.96727845994476,0.759602234145315,1.73548666303236
83,1.74339108549838,2.93092798627505,0.961108082518004,1.50043277001502
84,1.92267313746518,4.8874477361915,0.921541904570625,1.51431488441932
85,1.19385266417999,2.14587919281888,1.39849657863275,2.82356123955436
86,1.59454875472262,4.73891556014878,1.6002480634572,2.8633113993032
89,0.450275306140428,1.4822776260535,1.22419349898934,2.09921325174337
90,0.467993275188677,0.931298270343288,1.21548576809458,2.11751430259902
91,0.502573928875576,1.26698088274161,1.32131659006654,2.0163427385204
92,0.548196928317623,1.53863829912196,1.49109581147042,2.53688637768876
93,2.74320099523702,4.753448450332,0.744581951178022,0.705464829463298
94,2.64583806699227,3.65362358414151,0.638466445521817,0.800178616994131
95,2.28765138582177,3.79255316413005,0.403408182359445,0.948417963766267
96,2.73194826106753,5.39546774257649,0.550153100280684,1.32858297184656
97,0.682497821464066,1.73195661834716,0,0
98,0.835331392118499,2.71903422292781,0,0
99,1.00856691648078,1.92075858228878,0,0
100,1.07098781889644,2.39835550902771,0,0
